SUMLEV,STATE,COUNTY,PLACE,NAME,STNAME,CENSUS2010POP,POPESTIMATE2017
50,6,39,0,Madera County,California,150865,156890
157,6,39,13294,Chowchilla,California,18720,18558
157,6,39,45022,Madera,California,61416,65508
157,6,39,99990,Balance of Madera County,California,70729,72824
50,6,41,0,Marin County,California,252409,260955
157,6,41,5164,Belvedere,California,2068,2126
157,6,41,16462,Corte Madera,California,9253,9864
157,6,41,23168,Fairfax,California,7441,7598
157,6,41,40438,Larkspur,California,11926,12396
157,6,41,47710,Mill Valley,California,13903,14355
157,6,41,52582,Novato,California,51904,55980
157,6,41,62980,Ross,California,2415,2480
157,6,41,64434,San Anselmo,California,12336,12580
157,6,41,68364,San Rafael,California,57713,59070
157,6,41,70364,Sausalito,California,7061,7141
157,6,41,78666,Tiburon,California,8962,9165
157,6,41,99990,Balance of Marin County,California,67427,68200
50,6,43,0,Mariposa County,California,18251,17569
50,6,45,0,Mendocino County,California,87841,88018
157,6,45,25058,Fort Bragg,California,7273,7312
157,6,45,57876,Point Arena,California,449,453
157,6,45,81134,Ukiah,California,16075,16036
157,6,45,85600,Willits,California,4888,4875
157,6,45,99990,Balance of Mendocino County,California,59156,59342
50,6,47,0,Merced County,California,255793,272673
157,6,47,3162,Atwater,California,28168,29397
157,6,47,19612,Dos Palos,California,4950,5445
157,6,47,31568,Gustine,California,5520,5844
157,6,47,42006,Livingston,California,13058,14140
157,6,47,44028,Los Banos,California,35972,39183
157,6,47,46898,Merced,California,78958,83081
157,6,47,99990,Balance of Merced County,California,89167,95583
50,6,49,0,Modoc County,California,9686,8859
157,6,49,1444,Alturas,California,2827,2540
157,6,49,99990,Balance of Modoc County,California,6859,6319
50,6,51,0,Mono County,California,14202,14168
157,6,51,45358,Mammoth Lakes,California,8234,8132
157,6,51,99990,Balance of Mono County,California,5968,6036
50,6,53,0,Monterey County,California,415057,437907
157,6,53,11250,Carmel-by-the-Sea,California,3722,3897
157,6,53,18688,Del Rey Oaks,California,1624,1687
157,6,53,30392,Gonzales,California,8187,8479
157,6,53,30994,Greenfield,California,16330,17517
157,6,53,38520,King City,California,12874,14055
157,6,53,45778,Marina,California,19718,22145
157,6,53,48872,Monterey,California,27810,28639
157,6,53,54848,Pacific Grove,California,15041,15698
157,6,53,64224,Salinas,California,150441,157596
157,6,53,65112,Sand City,California,334,387
157,6,53,70742,Seaside,California,33025,34150
157,6,53,72520,Soledad,California,25738,26273
157,6,53,99990,Balance of Monterey County,California,100213,107384
50,6,55,0,Napa County,California,136484,140973
157,6,55,1640,American Canyon,California,19454,20247
157,6,55,9892,Calistoga,California,5155,5273
157,6,55,50258,Napa,California,76915,79774
157,6,55,64140,St. Helena,California,5814,6196
157,6,55,86930,Yountville,California,2933,2924
157,6,55,99990,Balance of Napa County,California,26213,26559
50,6,57,0,Nevada County,California,98764,99814
157,6,57,30798,Grass Valley,California,12860,12987
157,6,57,50874,Nevada City,California,3068,3136
157,6,57,80588,Truckee,California,16180,16553
157,6,57,99990,Balance of Nevada County,California,66656,67138
50,6,59,0,Orange County,California,3010232,3190400
157,6,59,947,Aliso Viejo,California,47823,51671
157,6,59,2000,Anaheim,California,336265,352497
157,6,59,8100,Brea,California,39282,42777
157,6,59,8786,Buena Park,California,80530,83015
157,6,59,16532,Costa Mesa,California,109960,113825
157,6,59,17750,Cypress,California,47802,49064
157,6,59,17946,Dana Point,California,33351,33934
157,6,59,25380,Fountain Valley,California,55313,56313
157,6,59,28000,Fullerton,California,135161,140392
157,6,59,29000,Garden Grove,California,170883,174226
157,6,59,36000,Huntington Beach,California,189992,201874
157,6,59,36770,Irvine,California,212375,277453
157,6,59,39178,Laguna Beach,California,22723,23147
157,6,59,39220,Laguna Hills,California,30344,31318
157,6,59,39248,Laguna Niguel,California,62979,66334
157,6,59,39259,Laguna Woods,California,16192,16200
157,6,59,39290,La Habra,California,60239,62466
157,6,59,39496,Lake Forest,California,77264,84293
157,6,59,40256,La Palma,California,15568,15722
157,6,59,43224,Los Alamitos,California,11449,11603
157,6,59,48256,Mission Viejo,California,93305,96016
157,6,59,51182,Newport Beach,California,85186,86160
157,6,59,53980,Orange,California,136416,140560
157,6,59,57526,Placentia,California,50533,52157
157,6,59,59587,Rancho Santa Margarita,California,47853,48793
157,6,59,65084,San Clemente,California,63522,65267
157,6,59,68028,San Juan Capistrano,California,34593,36064
157,6,59,69000,Santa Ana,California,324528,334136
157,6,59,70686,Seal Beach,California,24168,24326
157,6,59,73962,Stanton,California,38186,38528
157,6,59,80854,Tustin,California,75540,80498
157,6,59,82744,Villa Park,California,5812,5895
157,6,59,84550,Westminster,California,89701,91564
157,6,59,86832,Yorba Linda,California,64234,68229
157,6,59,99990,Balance of Orange County,California,121160,134083
50,6,61,0,Placer County,California,348432,386166
157,6,61,3204,Auburn,California,13330,13997
157,6,61,14498,Colfax,California,1963,2005
157,6,61,41474,Lincoln,California,42819,47674
157,6,61,43140,Loomis,California,6430,6809
157,6,61,62364,Rocklin,California,56974,64838
157,6,61,62938,Roseville,California,118788,135329
157,6,61,99990,Balance of Placer County,California,108128,115514
50,6,63,0,Plumas County,California,20007,18742
157,6,63,58352,Portola,California,2104,1930
157,6,63,99990,Balance of Plumas County,California,17903,16812
50,6,65,0,Riverside County,California,2189641,2423266
157,6,65,3820,Banning,California,29603,31230
157,6,65,4758,Beaumont,California,36877,46967
157,6,65,7218,Blythe,California,20817,19630
157,6,65,9864,Calimesa,California,7879,8817
157,6,65,10928,Canyon Lake,California,10561,11223
157,6,65,12048,Cathedral City,California,51200,54596
157,6,65,14260,Coachella,California,40704,45443
157,6,65,16350,Corona,California,152374,167836
157,6,65,18996,Desert Hot Springs,California,25938,28757
157,6,65,21230,Eastvale,California,A,63211
157,6,65,33182,Hemet,California,78657,85160
157,6,65,36434,Indian Wells,California,4958,5404
157,6,65,36448,Indio,California,76036,89793
157,6,65,37692,Jurupa Valley,California,A,106028
157,6,65,39486,Lake Elsinore,California,51821,66411
157,6,65,40354,La Quinta,California,37467,41304
157,6,65,46842,Menifee,California,77519,90595
157,6,65,49270,Moreno Valley,California,193365,207226
157,6,65,50076,Murrieta,California,103466,113326
157,6,65,51560,Norco,California,27063,26761
157,6,65,55184,Palm Desert,California,48445,52932
157,6,65,55254,Palm Springs,California,44552,48142
157,6,65,56700,Perris,California,68386,77879
157,6,65,59500,Rancho Mirage,California,17218,18306
157,6,65,62000,Riverside,California,303871,327728
157,6,65,67112,San Jacinto,California,44199,48254
157,6,65,78120,Temecula,California,100097,114327
157,6,65,85446,Wildomar,California,32176,36932
157,6,65,99990,Balance of Riverside County,California,504392,389048
50,6,67,0,Sacramento County,California,1418788,1530615
157,6,67,13588,Citrus Heights,California,83301,87931
157,6,67,22020,Elk Grove,California,153015,171844
157,6,67,24638,Folsom,California,72203,78038
157,6,67,28112,Galt,California,23647,26172
157,6,67,36882,Isleton,California,804,845
157,6,67,59444,Rancho Cordova,California,64776,73563
157,6,67,64000,Sacramento,California,466488,501901
157,6,67,99990,Balance of Sacramento County,California,554554,590321
50,6,69,0,San Benito County,California,55269,60310
157,6,69,34120,Hollister,California,34928,38404
157,6,69,68014,San Juan Bautista,California,1862,1976
157,6,69,99990,Balance of San Benito County,California,18479,19930
50,6,71,0,San Bernardino County,California,2035210,2157404
157,6,71,296,Adelanto,California,31765,34066
157,6,71,2364,Apple Valley,California,69135,73077
157,6,71,4030,Barstow,California,22639,23916
157,6,71,6434,Big Bear Lake,California,5019,5262
157,6,71,13210,Chino,California,77983,89797
157,6,71,13214,Chino Hills,California,74799,80374
157,6,71,14890,Colton,California,52154,54828
157,6,71,24680,Fontana,California,196069,211815
157,6,71,30658,Grand Terrace,California,12040,12595
157,6,71,33434,Hesperia,California,90173,94859
157,6,71,33588,Highland,California,53104,55342
157,6,71,42370,Loma Linda,California,23261,24196
157,6,71,48788,Montclair,California,36664,39276
157,6,71,50734,Needles,California,4844,5007
157,6,71,53896,Ontario,California,163924,175841
157,6,71,59451,Rancho Cucamonga,California,165269,177452
157,6,71,59962,Redlands,California,68747,71554
157,6,71,60466,Rialto,California,99171,103562
157,6,71,65000,San Bernardino,California,209924,216995
157,6,71,80994,Twentynine Palms,California,25048,26542
157,6,71,81344,Upland,California,73732,76999
157,6,71,82590,Victorville,California,115903,122441
157,6,71,87042,Yucaipa,California,51367,53683
157,6,71,87056,Yucca Valley,California,20700,21748
157,6,71,99990,Balance of San Bernardino County,California,291776,306177
50,6,73,0,San Diego County,California,3095313,3337685
157,6,73,11194,Carlsbad,California,105328,115330
157,6,73,13392,Chula Vista,California,243916,270471
157,6,73,16378,Coronado,California,18912,24417
157,6,73,18506,Del Mar,California,4161,4363
157,6,73,21712,El Cajon,California,99478,103894
157,6,73,22678,Encinitas,California,59518,63184
157,6,73,22804,Escondido,California,143911,151969
157,6,73,36294,Imperial Beach,California,26324,27418
157,6,73,40004,La Mesa,California,57065,60021
157,6,73,41124,Lemon Grove,California,25320,27108
157,6,73,50398,National City,California,58582,61363
157,6,73,53322,Oceanside,California,167086,176193
157,6,73,58520,Poway,California,47811,50041
157,6,73,66000,San Diego,California,1307402,1419516
157,6,73,68196,San Marcos,California,83781,96198
157,6,73,70224,Santee,California,53413,58113
157,6,73,72506,Solana Beach,California,12867,13444
157,6,73,82996,Vista,California,93834,101568
157,6,73,99990,Balance of San Diego County,California,486604,513074
50,6,75,0,San Francisco County,California,805235,884363
157,6,75,67000,San Francisco,California,805235,884363
50,6,77,0,San Joaquin County,California,685306,745424
157,6,77,22790,Escalon,California,7132,7588
157,6,77,40704,Lathrop,California,18023,22781
157,6,77,42202,Lodi,California,62134,65884
157,6,77,45484,Manteca,California,67096,79268
157,6,77,61026,Ripon,California,14297,15677
157,6,77,75000,Stockton,California,291707,310496
157,6,77,80238,Tracy,California,82922,90889
157,6,77,99990,Balance of San Joaquin County,California,141995,152841
50,6,79,0,San Luis Obispo County,California,269637,283405
157,6,79,2868,Arroyo Grande,California,17252,18123
157,6,79,3064,Atascadero,California,28310,30418
157,6,79,22300,El Paso de Robles (Paso Robles),California,29793,31918
157,6,79,31393,Grover Beach,California,13156,13628
157,6,79,49362,Morro Bay,California,10234,10635
157,6,79,57414,Pismo Beach,California,7655,8237
157,6,79,68154,San Luis Obispo,California,45119,47541
157,6,79,99990,Balance of San Luis Obispo County,California,118118,122905
50,6,81,0,San Mateo County,California,718451,771410
157,6,81,3092,Atherton,California,6914,7238
157,6,81,5108,Belmont,California,25835,27140
157,6,81,8310,Brisbane,California,4282,4721
157,6,81,9066,Burlingame,California,28806,30686
157,6,81,14736,Colma,California,1792,1514
157,6,81,17918,Daly City,California,101123,107074
157,6,81,20956,East Palo Alto,California,28155,29765
157,6,81,25338,Foster City,California,30567,34412
157,6,81,31708,Half Moon Bay,California,11324,12870
157,6,81,33798,Hillsborough,California,10825,11486
157,6,81,46870,Menlo Park,California,32026,34357
157,6,81,47486,Millbrae,California,21532,22718
157,6,81,54806,Pacifica,California,37234,39087
157,6,81,58380,Portola Valley,California,4353,4611
157,6,81,60102,Redwood City,California,76815,86685
157,6,81,65028,San Bruno,California,41114,43299
157,6,81,65070,San Carlos,California,28406,30499
157,6,81,68252,San Mateo,California,97207,104748
157,6,81,73262,South San Francisco,California,63632,67429
157,6,81,86440,Woodside,California,5287,5564
157,6,81,99990,Balance of San Mateo County,California,61222,65507
50,6,83,0,Santa Barbara County,California,423895,448150
157,6,83,8758,Buellton,California,4828,5135
157,6,83,11446,Carpinteria,California,13040,13622
157,6,83,30378,Goleta,California,29888,31116
157,6,83,31414,Guadalupe,California,7080,7370
157,6,83,42524,Lompoc,California,42434,43542
157,6,83,69070,Santa Barbara,California,88410,92101
157,6,83,69196,Santa Maria,California,99553,107014
157,6,83,72576,Solvang,California,5245,5909
157,6,83,99990,Balance of Santa Barbara County,California,133417,142341
50,6,85,0,Santa Clara County,California,1781642,1938153
157,6,85,10345,Campbell,California,39349,41544
157,6,85,17610,Cupertino,California,58302,60777
157,6,85,29504,Gilroy,California,48821,57664
157,6,85,43280,Los Altos,California,28976,30743
157,6,85,43294,Los Altos Hills,California,7922,8580
157,6,85,44112,Los Gatos,California,29413,30724
157,6,85,47766,Milpitas,California,66790,78106
157,6,85,48956,Monte Sereno,California,3341,3578
157,6,85,49278,Morgan Hill,California,37882,45037
157,6,85,49670,Mountain View,California,74066,81438
157,6,85,55282,Palo Alto,California,64403,67178
157,6,85,68000,San Jose,California,945942,1035317
157,6,85,69084,Santa Clara,California,116468,127134
157,6,85,70280,Saratoga,California,29926,30905
157,6,85,77000,Sunnyvale,California,140081,153656
157,6,85,99990,Balance of Santa Clara County,California,89960,85772
50,6,87,0,Santa Cruz County,California,262382,275897
157,6,87,11040,Capitola,California,9918,10180
157,6,87,69112,Santa Cruz,California,59946,65021
157,6,87,70588,Scotts Valley,California,11580,11945
157,6,87,83668,Watsonville,California,51199,54098
157,6,87,99990,Balance of Santa Cruz County,California,129739,134653
50,6,89,0,Shasta County,California,177223,179921
157,6,89,2042,Anderson,California,9932,10370
157,6,89,59920,Redding,California,89861,91794
157,6,89,71225,Shasta Lake,California,10164,10190
157,6,89,99990,Balance of Shasta County,California,67266,67567
50,6,91,0,Sierra County,California,3240,2999
157,6,91,44364,Loyalton,California,769,706
157,6,91,99990,Balance of Sierra County,California,2471,2293
50,6,93,0,Siskiyou County,California,44900,43853
157,6,93,19584,Dorris,California,939,907
157,6,93,20242,Dunsmuir,California,1650,1580
157,6,93,22972,Etna,California,737,720
157,6,93,25128,Fort Jones,California,839,692
157,6,93,48690,Montague,California,1443,1406
157,6,93,49852,Mount Shasta,California,3394,3302
157,6,93,80686,Tulelake,California,1010,994
157,6,93,83850,Weed,California,2967,2716
157,6,93,86944,Yreka,California,7765,7600
157,6,93,99990,Balance of Siskiyou County,California,24156,23936
50,6,95,0,Solano County,California,413344,445458
157,6,95,5290,Benicia,California,26997,28343
157,6,95,19402,Dixon,California,18351,20202
157,6,95,23182,Fairfield,California,105321,116266
157,6,95,60984,Rio Vista,California,7360,9009
157,6,95,75630,Suisun City,California,28111,29639
157,6,95,81554,Vacaville,California,92428,100032
157,6,95,81666,Vallejo,California,115942,122105
157,6,95,99990,Balance of Solano County,California,18834,19862
50,6,97,0,Sonoma County,California,483878,504217
157,6,97,14190,Cloverdale,California,8618,8803
157,6,97,16560,Cotati,California,7265,7479
157,6,97,33056,Healdsburg,California,11254,11840
157,6,97,56784,Petaluma,California,57941,60870
157,6,97,62546,Rohnert Park,California,40971,42838
157,6,97,70098,Santa Rosa,California,167815,175269
157,6,97,70770,Sebastopol,California,7379,7666
157,6,97,72646,Sonoma,California,10648,11108
157,6,97,85922,Windsor,California,26801,27548
157,6,97,99990,Balance of Sonoma County,California,145186,150796
50,6,99,0,Stanislaus County,California,514453,547899
157,6,99,12524,Ceres,California,45417,48697
157,6,99,34904,Hughson,California,6640,7498
157,6,99,48354,Modesto,California,201165,214221
157,6,99,51140,Newman,California,10224,11361
157,6,99,52694,Oakdale,California,20675,23150
157,6,99,56112,Patterson,California,20413,22124
157,6,99,61068,Riverbank,California,22678,24740
157,6,99,80812,Turlock,California,68549,73556
157,6,99,83612,Waterford,California,8456,8947
157,6,99,99990,Balance of Stanislaus County,California,110236,113605
50,6,101,0,Sutter County,California,94737,96648
157,6,101,41936,Live Oak,California,8392,8774
157,6,101,86972,Yuba City,California,64925,66860
157,6,101,99990,Balance of Sutter County,California,21420,21014
50,6,103,0,Tehama County,California,63463,63926
157,6,103,16322,Corning,California,7663,7592
157,6,103,59892,Red Bluff,California,14076,14287
157,6,103,78106,Tehama,California,418,422
157,6,103,99990,Balance of Tehama County,California,41306,41625
50,6,105,0,Trinity County,California,13786,12709
50,6,107,0,Tulare County,California,442179,464493
157,6,107,19318,Dinuba,California,21453,24034
157,6,107,23126,Exeter,California,10334,10553
157,6,107,23616,Farmersville,California,10588,10778
157,6,107,41712,Lindsay,California,11768,13303
157,6,107,58240,Porterville,California,54165,59145
157,6,107,80644,Tulare,California,59278,63855
157,6,107,82954,Visalia,California,124442,133010
157,6,107,86300,Woodlake,California,7279,7649
157,6,107,99990,Balance of Tulare County,California,142872,142166
50,6,109,0,Tuolumne County,California,55365,54248
157,6,109,72674,Sonora,California,4903,4857
157,6,109,99990,Balance of Tuolumne County,California,50462,49391
50,6,111,0,Ventura County,California,823318,854223
157,6,111,10046,Camarillo,California,65201,67845
157,6,111,24092,Fillmore,California,15002,15812
157,6,111,49138,Moorpark,California,34421,36802
157,6,111,53476,Ojai,California,7461,7582
157,6,111,54652,Oxnard,California,197899,210037
157,6,111,58296,Port Hueneme,California,21723,22327
157,6,111,65042,San Buenaventura (Ventura),California,106433,110790
157,6,111,70042,Santa Paula,California,29321,30313
157,6,111,72016,Simi Valley,California,124237,126878
157,6,111,78582,Thousand Oaks,California,126683,128995
157,6,111,99990,Balance of Ventura County,California,94937,96842
50,6,113,0,Yolo County,California,200849,219116
157,6,113,18100,Davis,California,65622,68986
157,6,113,84816,West Sacramento,California,48744,53512
157,6,113,86034,Winters,California,6624,7273
157,6,113,86328,Woodland,California,55468,60012
157,6,113,99990,Balance of Yolo County,California,24391,29333
50,6,115,0,Yuba County,California,72155,77031
157,6,115,46170,Marysville,California,12072,12413
157,6,115,85012,Wheatland,California,3456,3842
157,6,115,99990,Balance of Yuba County,California,56627,60776
40,8,0,0,Colorado,Colorado,5029196,5607154
162,8,0,760,Aguilar,Colorado,538,476
162,8,0,925,Akron,Colorado,1702,1734
162,8,0,1090,Alamosa,Colorado,8780,9871
162,8,0,1530,Alma,Colorado,270,298
162,8,0,2355,Antonito,Colorado,781,755
162,8,0,3235,Arriba,Colorado,193,201
162,8,0,3455,Arvada,Colorado,106433,118807
162,8,0,3620,Aspen,Colorado,6658,7359
162,8,0,3950,Ault,Colorado,1519,1757
162,8,0,4000,Aurora,Colorado,325078,366623
162,8,0,4110,Avon,Colorado,6447,6541
162,8,0,4935,Basalt,Colorado,3857,4170
162,8,0,5265,Bayfield,Colorado,2333,2687
162,8,0,6090,Bennett,Colorado,2308,2471
162,8,0,6255,Berthoud,Colorado,5105,8889
162,8,0,6530,Bethune,Colorado,237,234
162,8,0,7025,Black Hawk,Colorado,118,127
162,8,0,7190,Blanca,Colorado,385,392
162,8,0,7410,Blue River,Colorado,849,917
162,8,0,7571,Bonanza,Colorado,16,18
162,8,0,7795,Boone,Colorado,339,358
162,8,0,7850,Boulder,Colorado,97385,107125
162,8,0,8070,Bow Mar,Colorado,866,967
162,8,0,8345,Branson,Colorado,74,68
162,8,0,8400,Breckenridge,Colorado,4540,4928
162,8,0,8675,Brighton,Colorado,33352,40562
162,8,0,9115,Brookside,Colorado,233,255
162,8,0,9280,Broomfield,Colorado,55889,68341
162,8,0,9555,Brush,Colorado,5463,5364
162,8,0,10105,Buena Vista,Colorado,2617,2806
162,8,0,10600,Burlington,Colorado,4254,3178
162,8,0,11260,Calhan,Colorado,780,829
162,8,0,11645,Campo,Colorado,109,102
162,8,0,11810,CaÒon City,Colorado,16400,16539
162,8,0,12045,Carbondale,Colorado,6427,6820
162,8,0,12387,Castle Pines,Colorado,A,10523
162,8,0,12415,Castle Rock,Colorado,48231,62276
162,8,0,12635,Cedaredge,Colorado,2253,2228
162,8,0,12815,Centennial,Colorado,100377,110250
162,8,0,12855,Center,Colorado,2230,2277
162,8,0,12910,Central City,Colorado,663,736
162,8,0,13460,Cheraw,Colorado,252,250
162,8,0,13845,Cherry Hills Village,Colorado,5987,6644
162,8,0,14175,Cheyenne Wells,Colorado,846,841
162,8,0,14765,City of Creede,Colorado,290,312
162,8,0,15330,Coal Creek,Colorado,343,344
162,8,0,15550,Cokedale,Colorado,129,117
162,8,0,15605,Collbran,Colorado,708,702
162,8,0,16000,Colorado Springs,Colorado,416427,464474
162,8,0,16385,Columbine Valley,Colorado,1256,1441
162,8,0,16495,Commerce City,Colorado,45913,55923
162,8,0,17375,Cortez,Colorado,8482,8709
162,8,0,17760,Craig,Colorado,9464,8922
162,8,0,17925,Crawford,Colorado,431,422
162,8,0,18310,Crested Butte,Colorado,1487,1643
162,8,0,18420,Crestone,Colorado,127,143
162,8,0,18530,Cripple Creek,Colorado,1189,1204
162,8,0,18640,Crook,Colorado,110,107
162,8,0,18750,Crowley,Colorado,176,164
162,8,0,19080,Dacono,Colorado,4152,5545
162,8,0,19355,De Beque,Colorado,504,500
162,8,0,19630,Deer Trail,Colorado,546,700
162,8,0,19795,Del Norte,Colorado,1686,1578
162,8,0,19850,Delta,Colorado,8915,8823
162,8,0,20000,Denver,Colorado,600158,704621
162,8,0,20440,Dillon,Colorado,904,963
162,8,0,20495,Dinosaur,Colorado,339,325
162,8,0,20770,Dolores,Colorado,936,959
162,8,0,21265,Dove Creek,Colorado,735,733
162,8,0,22035,Durango,Colorado,16887,18465
162,8,0,22145,Eads,Colorado,609,590
162,8,0,22200,Eagle,Colorado,6508,6867
162,8,0,22860,Eaton,Colorado,4365,5224
162,8,0,23025,Eckley,Colorado,257,259
162,8,0,23135,Edgewater,Colorado,5170,5308
162,8,0,23740,Elizabeth,Colorado,1358,1409
162,8,0,24620,Empire,Colorado,282,301
162,8,0,24785,Englewood,Colorado,30255,34407
162,8,0,24950,Erie,Colorado,18135,24234
162,8,0,25115,Estes Park,Colorado,5858,6339
162,8,0,25280,Evans,Colorado,18537,20470
162,8,0,25610,Fairplay,Colorado,679,734
162,8,0,26270,Federal Heights,Colorado,11467,12744
162,8,0,26600,Firestone,Colorado,10147,13825
162,8,0,26765,Flagler,Colorado,561,549
162,8,0,26875,Fleming,Colorado,408,407
162,8,0,27040,Florence,Colorado,3881,3914
162,8,0,27425,Fort Collins,Colorado,143986,165080
162,8,0,27700,Fort Lupton,Colorado,7377,8163
162,8,0,27810,Fort Morgan,Colorado,11315,11281
162,8,0,27865,Fountain,Colorado,25846,29804
162,8,0,27975,Fowler,Colorado,1182,1144
162,8,0,28105,Foxfield,Colorado,685,787
162,8,0,28305,Fraser,Colorado,1224,1276
162,8,0,28360,Frederick,Colorado,8679,12687
162,8,0,28690,Frisco,Colorado,2683,3129
162,8,0,28745,Fruita,Colorado,12646,13294
162,8,0,29185,Garden City,Colorado,234,265
162,8,0,29680,Genoa,Colorado,139,145
162,8,0,29735,Georgetown,Colorado,1034,1072
162,8,0,29955,Gilcrest,Colorado,1034,1098
162,8,0,30340,Glendale,Colorado,4184,5158
162,8,0,30780,Glenwood Springs,Colorado,9614,9962
162,8,0,30835,Golden,Colorado,18867,20571
162,8,0,31550,Granada,Colorado,517,496
162,8,0,31605,Granby,Colorado,1864,2074
162,8,0,31660,Grand Junction,Colorado,58566,62475
162,8,0,31715,Grand Lake,Colorado,471,498
162,8,0,32155,Greeley,Colorado,92889,105448
162,8,0,32650,Green Mountain Falls,Colorado,640,692
162,8,0,33035,Greenwood Village,Colorado,13925,15721
162,8,0,33310,Grover,Colorado,137,150
162,8,0,33640,Gunnison,Colorado,5854,6530
162,8,0,33695,Gypsum,Colorado,6477,7117
162,8,0,34520,Hartman,Colorado,81,74
162,8,0,34740,Haswell,Colorado,68,67
162,8,0,34960,Haxtun,Colorado,946,914
162,8,0,35070,Hayden,Colorado,1810,1932
162,8,0,36610,Hillrose,Colorado,264,251
162,8,0,37215,Holly,Colorado,802,768
162,8,0,37270,Holyoke,Colorado,2313,2215
162,8,0,37380,Hooper,Colorado,103,102
162,8,0,37545,Hotchkiss,Colorado,944,924
162,8,0,37600,Hot Sulphur Springs,Colorado,663,708
162,8,0,37820,Hudson,Colorado,2356,1638
162,8,0,37875,Hugo,Colorado,730,744
162,8,0,38370,Idaho Springs,Colorado,1717,1782
162,8,0,38535,Ignacio,Colorado,697,730
162,8,0,38590,Iliff,Colorado,266,263
162,8,0,39195,Jamestown,Colorado,274,269
162,8,0,39855,Johnstown,Colorado,9887,15478
162,8,0,39965,Julesburg,Colorado,1225,1201
162,8,0,40185,Keenesburg,Colorado,1127,1212
162,8,0,40515,Kersey,Colorado,1454,1611
162,8,0,40570,Kim,Colorado,74,68
162,8,0,40790,Kiowa,Colorado,723,753
162,8,0,41010,Kit Carson,Colorado,233,234
162,8,0,41560,Kremmling,Colorado,1444,1484
162,8,0,41835,Lafayette,Colorado,24453,28328
162,8,0,42055,La Jara,Colorado,818,800
162,8,0,42110,La Junta,Colorado,7077,6898
162,8,0,42330,Lake City,Colorado,408,379
162,8,0,42495,Lakeside,Colorado,8,8
162,8,0,43000,Lakewood,Colorado,142980,154958
162,8,0,43110,Lamar,Colorado,7804,7601
162,8,0,43550,Larkspur,Colorado,183,203
162,8,0,43605,La Salle,Colorado,1955,2327
162,8,0,43660,Las Animas,Colorado,2410,2207
162,8,0,44100,La Veta,Colorado,800,779
162,8,0,44320,Leadville,Colorado,2602,2759
162,8,0,44980,Limon,Colorado,1880,1930
162,8,0,45255,Littleton,Colorado,41737,47734
162,8,0,45530,Lochbuie,Colorado,4726,6353
162,8,0,45695,Log Lane Village,Colorado,873,868
162,8,0,45955,Lone Tree,Colorado,10218,13566
162,8,0,45970,Longmont,Colorado,86270,94341
162,8,0,46355,Louisville,Colorado,18376,21128
162,8,0,46465,Loveland,Colorado,66859,76701
162,8,0,47070,Lyons,Colorado,2033,2053
162,8,0,48060,Manassa,Colorado,991,990
162,8,0,48115,Mancos,Colorado,1336,1415
162,8,0,48445,Manitou Springs,Colorado,4992,5322
162,8,0,48500,Manzanola,Colorado,434,423
162,8,0,48555,Marble,Colorado,131,138
162,8,0,49600,Mead,Colorado,3405,4575
162,8,0,49875,Meeker,Colorado,2475,2295
162,8,0,50040,Merino,Colorado,284,281
162,8,0,50480,Milliken,Colorado,5610,7014
162,8,0,50920,Minturn,Colorado,1027,1066
162,8,0,51250,Moffat,Colorado,116,119
162,8,0,51635,Monte Vista,Colorado,4444,4175
162,8,0,51690,Montezuma,Colorado,65,69
162,8,0,51745,Montrose,Colorado,19132,19305
162,8,0,51800,Monument,Colorado,5530,7380
162,8,0,52075,Morrison,Colorado,428,434
162,8,0,52350,Mountain View,Colorado,507,537
162,8,0,52550,Mountain Village,Colorado,1320,1393
162,8,0,52570,Mount Crested Butte,Colorado,801,842
162,8,0,53120,Naturita,Colorado,546,539
162,8,0,53175,Nederland,Colorado,1445,1541
162,8,0,53395,New Castle,Colorado,4518,4815
162,8,0,54330,Northglenn,Colorado,35789,38928
162,8,0,54880,Norwood,Colorado,518,573
162,8,0,54935,Nucla,Colorado,711,717
162,8,0,55045,Nunn,Colorado,416,456
162,8,0,55155,Oak Creek,Colorado,884,926
162,8,0,55540,Olathe,Colorado,1849,1813
162,8,0,55705,Olney Springs,Colorado,345,323
162,8,0,55870,Ophir,Colorado,159,171
162,8,0,55980,Orchard City,Colorado,3119,3096
162,8,0,56145,Ordway,Colorado,1080,1009
162,8,0,56365,Otis,Colorado,475,487
162,8,0,56420,Ouray,Colorado,1000,1013
162,8,0,56475,Ovid,Colorado,318,314
162,8,0,56860,Pagosa Springs,Colorado,1727,1940
162,8,0,56970,Palisade,Colorado,2692,2686
162,8,0,57025,Palmer Lake,Colorado,2420,2728
162,8,0,57245,Paoli,Colorado,34,34
162,8,0,57300,Paonia,Colorado,1451,1421
162,8,0,57400,Parachute,Colorado,1085,1115
162,8,0,57630,Parker,Colorado,45297,54202
162,8,0,58235,Peetz,Colorado,238,236
162,8,0,59005,Pierce,Colorado,834,1113
162,8,0,59830,Pitkin,Colorado,66,71
162,8,0,60160,Platteville,Colorado,2485,2743
162,8,0,60600,Poncha Springs,Colorado,737,862
162,8,0,61315,Pritchett,Colorado,140,131
162,8,0,62000,Pueblo,Colorado,106595,111127
162,8,0,62660,Ramah,Colorado,123,129
162,8,0,62880,Rangely,Colorado,2365,2332
